sup,eri,ont,mih,month,year
-565.8309267016548,250.97438447348236,786.7587033741801,925.8245459800951,1,2025
256.6621752464948,303.61624451029553,827.5115394760043,2224.4923020394026,2,2025
2.939547207904525,1150.7534486097647,1360.90555438484,3842.661366400065,3,2025
4202.3126318329905,417.48226758625543,1186.3261781129222,4269.5246723030905,4,2025
1610.6278478067175,641.3517002681988,845.6221521571821,2488.5377452932157,5,2025
-949.2475221413401,-492.50649582621463,444.4359425250673,-831.0780568960263,10,2024
-192.01139732519619,155.1248481333712,1167.9882549399615,256.3740988035579,11,2024
-248.58201395228002,787.6588906299071,1255.9396384382424,4608.255049271481,12,2024
-652.4322257223321,110.56737798630832,733.6477089762377,464.8948659527314,1,2025
-718.5429615836892,-35.977092968147645,586.5898878395285,625.478613326819,2,2025
-1366.3724411136782,781.6004126297629,1229.1070029984644,1399.1647332257764,3,2025
1695.5414211605712,83.45319105384579,646.7228318221527,2040.6987388783182,4,2025
1245.784954570361,-172.1534193926799,315.5809211211555,35.57982747665028,5,2025
791.591620044529,-673.3333507062171,423.6782676374328,2227.838416923106,10,2024
-154.69581969862588,86.09814625565662,893.8815212597535,1789.0089612833879,11,2024
-1128.731516784976,592.718665403562,945.4339038679,1561.7724114417138,12,2024
-357.2420634430623,1128.0164003735167,1378.809218015709,2579.1160556660207,1,2025
-376.2838824099422,819.5582019603688,1580.9826498225787,2534.3164858642795,2,2025
-834.7085987459154,354.91879860038387,787.7783830428077,335.7764284068817,3,2025
2870.2629280250612,1083.5143542062724,1511.2682013899102,5242.353472175691,4,2025
2496.4576310981456,1732.4284569356016,2192.64317790744,5428.270537398549,5,2025
1055.4394057396157,316.7105003936698,703.9000545785821,4057.713129384019,10,2024
-62.86580972241131,280.30374397505864,916.6529549788902,-544.6670161740749,11,2024
-1590.5146105444537,366.4245075618349,959.7791745010329,820.1762289032545,12,2024
-144.94391141696337,812.4484493684876,966.9143742211402,1677.7369401348346,1,2025
231.20452652049335,1237.2746881177416,1981.5068002754929,4809.795105171519,2,2025
-663.8273311560315,-30.543174110917562,400.3887505046624,141.85768649998636,3,2025
1497.8708019901303,1553.2230223134668,1628.959446069514,6081.442800832096,4,2025
1515.156298553628,1237.2903898177603,947.6227603790111,2081.146237498043,5,2025
1554.7691530018785,219.12629678775625,257.8083060971279,1267.1917751549101,6,2025
2367.477426933069,-489.2894105000339,436.7090199196639,367.2824703246474,10,2024
