cfs_run,forecast_year,forecast_month,eri_basin,eri_lake,eri_land,hur_basin,hur_lake,hur_land,ont_basin,ont_lake,ont_land,mic_basin,mic_lake,mic_land,sup_basin,sup_lake,sup_land
2024080106.0,2024.0,8.0,294.501783193085,294.6871107578485,294.428373809676,292.8957671079534,293.5160310752546,292.66520683305754,293.4564016949858,293.74315920038225,293.25339102898704,293.32642270564213,293.74163385680714,293.1686565642197,290.88120814774555,290.7431208865744,291.007837295194
2024080106.0,2024.0,9.0,290.10036080239195,290.52866318099194,289.8848730816338,288.67810920095235,289.6862063097609,288.2384865034103,289.0443551522225,289.4893039911452,288.7238383332429,289.6719014493024,290.1525684944973,289.3695317976368,287.08145324468137,287.6013979810374,286.69383831347426
2024080106.0,2024.0,10.0,285.0652807690321,285.3316822622672,284.9154368062871,282.1213826933564,283.5590666810586,281.6155447189658,283.2380775094392,283.7092179319476,282.9352823770099,283.49284756697745,284.0376078737185,283.25849903045395,279.9775919761838,281.0577183278388,279.19127685942635
2024080106.0,2024.0,11.0,279.94158291992943,280.27379429171793,279.802005902026,277.0051939329955,278.3616715442658,276.4814410021354,278.2475835091347,278.70791882731754,277.994795082184,277.75512655164323,278.2636592649702,277.5174085788595,274.6619587695077,276.08602867089286,273.5988457041647
2024080106.0,2024.0,12.0,269.20555832711614,269.9671666265854,268.9333357867281,266.54503148460327,268.8605213543484,265.51824598054304,267.92918356156656,268.54277307351146,267.62981273169504,266.97133100753405,267.7709959150707,266.5244092904729,261.259681487665,264.1412732078713,259.188201190084
2024080106.0,2025.0,1.0,264.2050418452479,265.2570153073481,263.8284226160801,262.05488280660035,264.7909911726624,260.7265650473538,263.1132794319616,263.831685208962,262.80460860406686,261.4800777287292,261.9611846922602,260.9106962707676,258.0030063997144,261.0470480778605,255.6946181280706
2024080106.0,2025.0,2.0,261.96079309445594,263.5485991362745,261.31630994745,260.94007546370165,263.7017239259322,259.5182431308744,261.63024960235134,262.3704451811318,261.2793350699591,259.45463663808385,259.86734625536565,258.7951439699217,257.1038667917929,260.1531829810825,254.76534860602732
2024080106.0,2025.0,3.0,269.7250322928873,269.8767419240029,269.71363563570134,265.5252539033746,267.80034843017427,264.5896099937066,265.48523841384474,266.2386724596035,265.2977924131263,268.63820750331394,269.36863262841285,268.285151291571,263.61739667941623,265.98722815116645,261.911214560709
2024080106.0,2025.0,4.0,277.7665869731265,277.27214801225426,278.0196879696439,273.3368126096893,274.81939587876394,272.88901723078635,273.85267813080674,274.5780394976378,273.64356004309366,277.4183655423373,278.06224027344206,277.3554263782582,272.1660465803077,273.3443535747841,271.4022016994035
2024080106.0,2025.0,5.0,283.7244554696632,282.8457669052185,284.15412603986954,280.4418300891474,280.8507419921603,280.5456331254994,281.51251640880264,281.6992683008284,281.5751533274737,283.4579641377529,283.8291699125664,283.6393377270073,279.4945573137877,279.07564164003685,279.8809578147764
2024080112.0,2024.0,8.0,293.60878827271665,293.7754321559566,293.57375159170334,292.10090345893246,292.9900793217392,291.7356350600722,292.4951228293589,292.82388210643063,292.2817727601115,292.52944545024206,293.08718196983085,292.3210966855885,289.9718639735687,289.956868394792,290.0076632697759
2024080112.0,2024.0,9.0,290.2294470343856,290.64648329411347,290.02693662454834,288.8231933697917,289.86056555972624,288.42560492639467,289.6182532751529,289.95013500503154,289.3207015230426,289.3799764615826,289.94537625839985,289.1258699490764,286.127220840606,286.7111859977768,285.696508452154
2024080112.0,2024.0,10.0,282.63555984842816,283.1377067228493,282.3653599809099,281.0521239097268,282.2247884239976,280.5303319130249,281.515524313936,281.98390758412194,281.14907081023205,281.7795281564737,282.30459753532443,281.43981382290474,279.9346518958431,280.95483344166297,279.1821956857541
2024080112.0,2024.0,11.0,278.86114022388136,279.06589248491883,278.806693721591,275.2560773589344,276.9521462152601,274.6359393496181,276.8904060090298,277.4842907586695,276.58468993851375,276.2998140119655,276.9728156383975,276.04774338178515,271.5249286036874,273.4023606527141,270.14434353645925
2024080112.0,2024.0,12.0,268.2894644031222,269.1307238243879,267.9554158246255,265.3167767415962,268.0231371452098,264.1397144369902,266.471723351504,267.17798399733243,266.15106715867665,265.60662305255033,266.3192382875252,265.0867335187257,259.8387276584043,263.09816889284014,257.4016275805565
2024080112.0,2025.0,1.0,267.027684879179,267.9477726998956,266.79337822904915,263.1961963384439,266.0060430394666,261.94839302402613,265.2428950027112,266.0036104183551,265.0184924678644,262.7787335949327,263.4604369296063,262.3003947079013,257.8676832230511,261.17221218364097,255.407251342362
2024080112.0,2025.0,2.0,275.77169326098635,275.5771900614393,275.96249570389114,269.4680185703012,271.9260480685759,268.6059657293253,270.6580892878709,271.4587329082092,270.58622449172003,272.34854999518365,273.16802630890646,272.1463547916844,265.96168119388346,268.46048850457726,264.1816069869979
2024080112.0,2025.0,3.0,276.55224759000043,276.51009626310633,276.6798164521905,270.3632189331904,272.39314117699035,269.8108499607469,273.9221988673676,274.4463966611698,273.90883450149266,272.739006212404,273.39101634665144,272.63452676078583,265.7085975004719,267.8807370929973,264.1621054115544
2024080112.0,2025.0,4.0,276.5693258391682,276.36872129379924,276.67799808453,273.176583315805,274.40997937222056,272.8605384198111,274.4064069144581,274.88819053466085,274.2251328350202,275.9655816544308,276.5240989507112,275.84356943699333,271.99180043792944,273.15730845933206,271.167545570234
2024080112.0,2025.0,5.0,284.8830879552439,283.83605378467144,285.4047541011206,281.5383264517194,281.5643473843677,281.84054310052056,282.7400090364084,282.7934469540269,282.8659584879991,284.6932653005536,285.0319246340515,284.9210099983155,280.64371914109057,279.9682668309197,281.1949594381447
2024080118.0,2024.0,8.0,293.57665760202747,293.83232666180805,293.4968379650289,292.49999604821136,293.2630452113103,292.13648579820494,292.63877790021127,292.9162491329034,292.43107338481445,293.4442592467505,293.8646144043954,293.22819815969603,291.6307037073202,291.43369029723567,291.77303170077033
2024080118.0,2024.0,9.0,290.7046432851876,291.0007069904873,290.6179716980819,288.3285808459457,289.45089723832024,287.90220037828664,289.25537036977755,289.64868535299394,288.99067650953384,289.5677504744337,290.1951257347173,289.2887325025944,285.7815942644684,286.673179981062,285.1467904470398
2024080118.0,2024.0,10.0,286.0263910163168,286.1201637903854,286.00862436109105,282.4454002895822,283.8361061620366,281.95438224671045,283.3169365310864,283.8503323968339,283.0808579737685,283.8323400033678,284.47076845429217,283.65069065420045,279.082172255364,280.4646980858535,278.0991834234
2024080118.0,2024.0,11.0,279.7415987065459,279.85936218666217,279.70868402511763,276.6285338575881,278.09064755374203,276.0183232445099,276.4462467380489,277.1100108148576,276.1284383209898,278.2959122013326,278.82240481145266,278.08227818026046,274.46544988806227,275.9732802004824,273.36784788860547
2024080118.0,2024.0,12.0,268.41504151820624,269.3158548714481,268.06188177558664,266.2677579572908,268.63048345442377,265.14813182481385,268.2300589322749,268.7934363887692,267.89844753901383,265.2437700330902,265.59275852246816,264.8222479636528,261.81998676102404,264.6704673211987,259.66483043605905
2024080118.0,2025.0,1.0,272.4347027114692,272.95748745195687,272.23123059132666,269.2181420197181,271.2282166845587,268.39225770781945,270.3665700855228,271.0601455813644,270.11232921808755,269.7883553375077,270.3817262797057,269.44941983782775,264.6262527146415,267.0885601673696,262.8101650322944
2024080118.0,2025.0,2.0,268.357370218443,269.1108543801173,268.0912903908184,264.35855426061164,266.7025797789324,263.3719710852528,265.5276190621792,266.2158358874844,265.35396186414494,265.27727014184524,265.7587344335095,264.8643908749788,260.71650863610046,263.5374306590945,258.58286803208364
2024080118.0,2025.0,3.0,277.99476483216705,277.724473494315,278.2286419373466,273.67532255057034,275.0976373747874,273.2114731789328,274.87964908747824,275.30645440640313,274.80523704147544,275.8643815376731,276.4968512725534,275.7569593271085,271.4028713786561,272.888442784164,270.3173649421497
2024080118.0,2025.0,4.0,278.1973533777267,277.76520075158686,278.43032466756165,274.7837658226609,275.7725050101927,274.5694757709426,276.1534203336524,276.45287565416896,276.1446784068305,277.6035123711522,278.17117743828624,277.5762843516224,273.4093251215277,274.04966729195235,273.0224619413892
2024080118.0,2025.0,5.0,284.7007037351083,283.8064962262114,285.16239991627555,282.41677939450904,282.2444694291709,282.7451004302712,283.0648325979366,283.15756864456165,283.12547024272874,284.3415655737081,284.59963132936537,284.5358880621385,281.7385061749816,280.54514648735494,282.6358629983689
2024080200.0,2024.0,8.0,292.90027537455103,293.1650507582593,292.8171618233095,291.23482935765213,292.14643908660145,290.86745963290616,292.1404799368017,292.46674428164187,291.90224030159766,292.0347421227784,292.560184694286,291.81144745421153,289.62976548982635,289.8032927003809,289.51922131984725
2024080200.0,2024.0,9.0,288.39016574053375,288.9306892897918,288.1766328220785,286.44810790343195,287.68546805101965,285.9289849665631,287.67684853791394,288.0034874821891,287.3868504941781,287.30504139534315,287.7979153306556,287.0314088228468,285.032886700201,285.9281136274677,284.38386838681146
2024080200.0,2024.0,10.0,282.897262947274,283.4655226728896,282.6136739906416,281.46116854760834,282.638873612418,280.95296658087955,282.5560996277245,282.9439400581368,282.18619410913027,281.2006898924332,281.68792573268,280.9106348467448,278.6000969910549,279.7451689452957,277.7689098680873
2024080200.0,2024.0,11.0,275.6001076381671,276.21420552026035,275.28370747943575,274.0909322384894,275.63972320625595,273.3893619648792,274.64390303530746,275.1575071949525,274.3039831360668,274.6593364233927,275.0805771560234,274.29191759258464,272.08445666968777,273.6557608988621,270.9422881240089
2024080200.0,2024.0,12.0,272.403749287099,273.0812105056617,272.15226512334885,270.3403194236813,272.0890341151206,269.5167344398971,271.4874557521584,272.0557345227392,271.16655349946484,268.72261929630946,269.1798674800008,268.3997318379756,265.2389336239326,267.7220631105107,263.3197492983444
2024080200.0,2025.0,1.0,268.05868797972016,268.9037168874701,267.7481130114384,265.66259433229027,267.7377254180391,264.666879580082,267.1068069732636,267.8271860738744,266.6902354280631,263.8206920483231,264.3394339550406,263.4275149015369,260.56212965370764,263.4459642016716,258.3805328420077
